Language,Product ID,Display Name,Description
en-GB,com.cartostar.pro.annual,CartoStar Pro Annual,"Full access to CartoStar astrocartography features at our best value. Includes 3D interactive globe, city rankings with Scout, planetary line interpretations, natal chart analysis, and 50 AI-powered questions per month. Save 50% compared to monthly. Billed annually."
en-GB,com.cartostar.duo.monthly,CartoStar Duo Monthly,"Everything in Pro plus Duo Mode for partner compatibility. Compare two birth charts to find ideal honeymoon spots, relocation cities, or travel destinations where both people thrive. Includes 100 AI questions per month. Perfect for couples. Billed monthly."
en-GB,com.cartostar.duo.annual,CartoStar Duo Annual,"Everything in Pro plus Duo Mode for partner compatibility at our best value. Compare two birth charts to find ideal shared destinations. Includes 100 AI questions per month. Save 50% compared to monthly. Perfect for couples planning together. Billed annually."
en-GB,com.cartostar.lifetime,CartoStar Lifetime,"Pay once, own forever. Includes all Pro and Duo features with permanent access. 3D globe, city rankings, planetary line interpretations, Duo Mode for partner compatibility, and 200 AI questions. All future features included. One-time purchase."
en-AU,com.cartostar.pro.monthly,CartoStar Pro Monthly,"Full access to CartoStar astrocartography features. Includes 3D interactive globe, city rankings with Scout, planetary line interpretations, natal chart analysis, and 50 AI-powered questions per month. Billed monthly. Cancel anytime."
en-AU,com.cartostar.pro.annual,CartoStar Pro Annual,"Full access to CartoStar astrocartography features at our best value. Includes 3D interactive globe, city rankings with Scout, planetary line interpretations, natal chart analysis, and 50 AI-powered questions per month. Save 50% compared to monthly. Billed annually."
en-AU,com.cartostar.duo.monthly,CartoStar Duo Monthly,"Everything in Pro plus Duo Mode for partner compatibility. Compare two birth charts to find ideal honeymoon spots, relocation cities, or travel destinations where both people thrive. Includes 100 AI questions per month. Perfect for couples. Billed monthly."
en-AU,com.cartostar.duo.annual,CartoStar Duo Annual,"Everything in Pro plus Duo Mode for partner compatibility at our best value. Compare two birth charts to find ideal shared destinations. Includes 100 AI questions per month. Save 50% compared to monthly. Perfect for couples planning together. Billed annually."
en-AU,com.cartostar.lifetime,CartoStar Lifetime,"Pay once, own forever. Includes all Pro and Duo features with permanent access. 3D globe, city rankings, planetary line interpretations, Duo Mode for partner compatibility, and 200 AI questions. All future features included. One-time purchase."
en-CA,com.cartostar.pro.monthly,CartoStar Pro Monthly,"Full access to CartoStar astrocartography features. Includes 3D interactive globe, city rankings with Scout, planetary line interpretations, natal chart analysis, and 50 AI-powered questions per month. Billed monthly. Cancel anytime."
en-CA,com.cartostar.pro.annual,CartoStar Pro Annual,"Full access to CartoStar astrocartography features at our best value. Includes 3D interactive globe, city rankings with Scout, planetary line interpretations, natal chart analysis, and 50 AI-powered questions per month. Save 50% compared to monthly. Billed annually."
en-CA,com.cartostar.duo.monthly,CartoStar Duo Monthly,"Everything in Pro plus Duo Mode for partner compatibility. Compare two birth charts to find ideal honeymoon spots, relocation cities, or travel destinations where both people thrive. Includes 100 AI questions per month. Perfect for couples. Billed monthly."
en-CA,com.cartostar.duo.annual,CartoStar Duo Annual,"Everything in Pro plus Duo Mode for partner compatibility at our best value. Compare two birth charts to find ideal shared destinations. Includes 100 AI questions per month. Save 50% compared to monthly. Perfect for couples planning together. Billed annually."
en-CA,com.cartostar.lifetime,CartoStar Lifetime,"Pay once, own forever. Includes all Pro and Duo features with permanent access. 3D globe, city rankings, planetary line interpretations, Duo Mode for partner compatibility, and 200 AI questions. All future features included. One-time purchase."
